PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
624,0,3,1,21.0,0,0,7.8542,0
625,0,3,1,21.0,0,0,16.1,0
626,0,1,1,61.0,0,0,32.3208,0
627,0,2,1,57.0,0,0,12.35,2
628,1,1,0,21.0,0,0,77.9583,0
629,0,3,1,26.0,0,0,7.8958,0
630,0,3,1,24.0,0,0,7.7333,2
631,1,1,1,80.0,0,0,30.0,0
632,0,3,1,51.0,0,0,7.0542,0
633,1,1,1,32.0,0,0,30.5,1
634,0,1,1,24.0,0,0,0.0,0
635,0,3,0,9.0,3,2,27.9,0
636,1,2,0,28.0,0,0,13.0,0
637,0,3,1,32.0,0,0,7.925,0
638,0,2,1,31.0,1,1,26.25,0
639,0,3,0,41.0,0,5,39.6875,0
640,0,3,1,24.0,1,0,16.1,0
641,0,3,1,20.0,0,0,7.8542,0
642,1,1,0,24.0,0,0,69.3,1
643,0,3,0,2.0,3,2,27.9,0
644,1,3,1,24.0,0,0,56.4958,0
645,1,3,0,0.75,2,1,19.2583,1
646,1,1,1,48.0,1,0,76.7292,1
647,0,3,1,19.0,0,0,7.8958,0
648,1,1,1,56.0,0,0,35.5,1
649,0,3,1,24.0,0,0,7.55,0
650,1,3,0,23.0,0,0,7.55,0
651,0,3,1,24.0,0,0,7.8958,0
652,1,2,0,18.0,0,1,23.0,0
653,0,3,1,21.0,0,0,8.4333,0
654,1,3,0,24.0,0,0,7.8292,2
655,0,3,0,18.0,0,0,6.75,2
656,0,2,1,24.0,2,0,73.5,0
657,0,3,1,24.0,0,0,7.8958,0
658,0,3,0,32.0,1,1,15.5,2
659,0,2,1,23.0,0,0,13.0,0
660,0,1,1,58.0,0,2,113.275,1
661,1,1,1,50.0,2,0,133.65,0
662,0,3,1,40.0,0,0,7.225,1
663,0,1,1,47.0,0,0,25.5875,0
664,0,3,1,36.0,0,0,7.4958,0
665,1,3,1,20.0,1,0,7.925,0
666,0,2,1,32.0,2,0,73.5,0
667,0,2,1,25.0,0,0,13.0,0
668,0,3,1,24.0,0,0,7.775,0
669,0,3,1,43.0,0,0,8.05,0
670,1,1,0,24.0,1,0,52.0,0
671,1,2,0,40.0,1,1,39.0,0
672,0,1,1,31.0,1,0,52.0,0
673,0,2,1,70.0,0,0,10.5,0
674,1,2,1,31.0,0,0,13.0,0
675,0,2,1,24.0,0,0,0.0,0
676,0,3,1,18.0,0,0,7.775,0
677,0,3,1,24.5,0,0,8.05,0
678,1,3,0,18.0,0,0,9.8417,0
679,0,3,0,43.0,1,6,46.9,0
680,1,1,1,36.0,0,1,512.3292,1
681,0,3,0,24.0,0,0,8.1375,2
682,1,1,1,27.0,0,0,76.7292,1
683,0,3,1,20.0,0,0,9.225,0
684,0,3,1,14.0,5,2,46.9,0
685,0,2,1,60.0,1,1,39.0,0
686,0,2,1,25.0,1,2,41.5792,1
687,0,3,1,14.0,4,1,39.6875,0
688,0,3,1,19.0,0,0,10.1708,0
689,0,3,1,18.0,0,0,7.7958,0
690,1,1,0,15.0,0,1,211.3375,0
691,1,1,1,31.0,1,0,57.0,0
692,1,3,0,4.0,0,1,13.4167,1
693,1,3,1,24.0,0,0,56.4958,0
694,0,3,1,25.0,0,0,7.225,1
695,0,1,1,60.0,0,0,26.55,0
696,0,2,1,52.0,0,0,13.5,0
697,0,3,1,44.0,0,0,8.05,0
698,1,3,0,24.0,0,0,7.7333,2
699,0,1,1,49.0,1,1,110.8833,1
700,0,3,1,42.0,0,0,7.65,0
701,1,1,0,18.0,1,0,227.525,1
702,1,1,1,35.0,0,0,26.2875,0
703,0,3,0,18.0,0,1,14.4542,1
704,0,3,1,25.0,0,0,7.7417,2
705,0,3,1,26.0,1,0,7.8542,0
706,0,2,1,39.0,0,0,26.0,0
707,1,2,0,45.0,0,0,13.5,0
708,1,1,1,42.0,0,0,26.2875,0
709,1,1,0,22.0,0,0,151.55,0
710,1,3,1,24.0,1,1,15.2458,1
711,1,1,0,24.0,0,0,49.5042,1
712,0,1,1,24.0,0,0,26.55,0
713,1,1,1,48.0,1,0,52.0,0
714,0,3,1,29.0,0,0,9.4833,0
715,0,2,1,52.0,0,0,13.0,0
716,0,3,1,19.0,0,0,7.65,0
717,1,1,0,38.0,0,0,227.525,1
718,1,2,0,27.0,0,0,10.5,0
719,0,3,1,24.0,0,0,15.5,2
720,0,3,1,33.0,0,0,7.775,0
721,1,2,0,6.0,0,1,33.0,0
722,0,3,1,17.0,1,0,7.0542,0
723,0,2,1,34.0,0,0,13.0,0
724,0,2,1,50.0,0,0,13.0,0
725,1,1,1,27.0,1,0,53.1,0
726,0,3,1,20.0,0,0,8.6625,0
727,1,2,0,30.0,3,0,21.0,0
728,1,3,0,24.0,0,0,7.7375,2
729,0,2,1,25.0,1,0,26.0,0
730,0,3,0,25.0,1,0,7.925,0
731,1,1,0,29.0,0,0,211.3375,0
732,0,3,1,11.0,0,0,18.7875,1
733,0,2,1,24.0,0,0,0.0,0
734,0,2,1,23.0,0,0,13.0,0
735,0,2,1,23.0,0,0,13.0,0
736,0,3,1,28.5,0,0,16.1,0
737,0,3,0,48.0,1,3,34.375,0
738,1,1,1,35.0,0,0,512.3292,1
739,0,3,1,24.0,0,0,7.8958,0
740,0,3,1,24.0,0,0,7.8958,0
741,1,1,1,24.0,0,0,30.0,0
742,0,1,1,36.0,1,0,78.85,0
743,1,1,0,21.0,2,2,262.375,1
744,0,3,1,24.0,1,0,16.1,0
745,1,3,1,31.0,0,0,7.925,0
746,0,1,1,70.0,1,1,71.0,0
747,0,3,1,16.0,1,1,20.25,0
748,1,2,0,30.0,0,0,13.0,0
749,0,1,1,19.0,1,0,53.1,0
750,0,3,1,31.0,0,0,7.75,2
751,1,2,0,4.0,1,1,23.0,0
752,1,3,1,6.0,0,1,12.475,0
753,0,3,1,33.0,0,0,9.5,0
754,0,3,1,23.0,0,0,7.8958,0
755,1,2,0,48.0,1,2,65.0,0
756,1,2,1,0.67,1,1,14.5,0
757,0,3,1,28.0,0,0,7.7958,0
758,0,2,1,18.0,0,0,11.5,0
759,0,3,1,34.0,0,0,8.05,0
760,1,1,0,33.0,0,0,86.5,0
761,0,3,1,24.0,0,0,14.5,0
762,0,3,1,41.0,0,0,7.125,0
763,1,3,1,20.0,0,0,7.2292,1
764,1,1,0,36.0,1,2,120.0,0
765,0,3,1,16.0,0,0,7.775,0
766,1,1,0,51.0,1,0,77.9583,0
767,0,1,1,24.0,0,0,39.6,1
768,0,3,0,30.5,0,0,7.75,2
769,0,3,1,24.0,1,0,24.15,2
770,0,3,1,32.0,0,0,8.3625,0
771,0,3,1,24.0,0,0,9.5,0
772,0,3,1,48.0,0,0,7.8542,0
773,0,2,0,57.0,0,0,10.5,0
774,0,3,1,24.0,0,0,7.225,1
775,1,2,0,54.0,1,3,23.0,0
776,0,3,1,18.0,0,0,7.75,0
777,0,3,1,24.0,0,0,7.75,2
778,1,3,0,5.0,0,0,12.475,0
779,0,3,1,24.0,0,0,7.7375,2
780,1,1,0,43.0,0,1,211.3375,0
781,1,3,0,13.0,0,0,7.2292,1
782,1,1,0,17.0,1,0,57.0,0
783,0,1,1,29.0,0,0,30.0,0
784,0,3,1,24.0,1,2,23.45,0
785,0,3,1,25.0,0,0,7.05,0
786,0,3,1,25.0,0,0,7.25,0
787,1,3,0,18.0,0,0,7.4958,0
788,0,3,1,8.0,4,1,29.125,2
789,1,3,1,1.0,1,2,20.575,0
790,0,1,1,46.0,0,0,79.2,1
791,0,3,1,24.0,0,0,7.75,2
792,0,2,1,16.0,0,0,26.0,0
793,0,3,0,24.0,8,2,69.55,0
794,0,1,1,24.0,0,0,30.6958,1
795,0,3,1,25.0,0,0,7.8958,0
796,0,2,1,39.0,0,0,13.0,0
797,1,1,0,49.0,0,0,25.9292,0
798,1,3,0,31.0,0,0,8.6833,0
799,0,3,1,30.0,0,0,7.2292,1
800,0,3,0,30.0,1,1,24.15,0
801,0,2,1,34.0,0,0,13.0,0
802,1,2,0,31.0,1,1,26.25,0
803,1,1,1,11.0,1,2,120.0,0
804,1,3,1,0.42,0,1,8.5167,1
805,1,3,1,27.0,0,0,6.975,0
806,0,3,1,31.0,0,0,7.775,0
807,0,1,1,39.0,0,0,0.0,0
808,0,3,0,18.0,0,0,7.775,0
809,0,2,1,39.0,0,0,13.0,0
810,1,1,0,33.0,1,0,53.1,0
811,0,3,1,26.0,0,0,7.8875,0
812,0,3,1,39.0,0,0,24.15,0
813,0,2,1,35.0,0,0,10.5,0
814,0,3,0,6.0,4,2,31.275,0
815,0,3,1,30.5,0,0,8.05,0
816,0,1,1,24.0,0,0,0.0,0
817,0,3,0,23.0,0,0,7.925,0
818,0,2,1,31.0,1,1,37.0042,1
819,0,3,1,43.0,0,0,6.45,0
820,0,3,1,10.0,3,2,27.9,0
821,1,1,0,52.0,1,1,93.5,0
822,1,3,1,27.0,0,0,8.6625,0
823,0,1,1,38.0,0,0,0.0,0
824,1,3,0,27.0,0,1,12.475,0
825,0,3,1,2.0,4,1,39.6875,0
826,0,3,1,24.0,0,0,6.95,2
827,0,3,1,24.0,0,0,56.4958,0
828,1,2,1,1.0,0,2,37.0042,1
829,1,3,1,24.0,0,0,7.75,2
830,1,1,0,62.0,0,0,80.0,1
831,1,3,0,15.0,1,0,14.4542,1
832,1,2,1,0.83,1,1,18.75,0
833,0,3,1,24.0,0,0,7.2292,1
834,0,3,1,23.0,0,0,7.8542,0
835,0,3,1,18.0,0,0,8.3,0
836,1,1,0,39.0,1,1,83.1583,1
837,0,3,1,21.0,0,0,8.6625,0
838,0,3,1,24.0,0,0,8.05,0
839,1,3,1,32.0,0,0,56.4958,0
840,1,1,1,24.0,0,0,29.7,1
841,0,3,1,20.0,0,0,7.925,0
842,0,2,1,16.0,0,0,10.5,0
843,1,1,0,30.0,0,0,31.0,1
844,0,3,1,34.5,0,0,6.4375,1
845,0,3,1,17.0,0,0,8.6625,0
846,0,3,1,42.0,0,0,7.55,0
847,0,3,1,24.0,8,2,69.55,0
848,0,3,1,35.0,0,0,7.8958,1
849,0,2,1,28.0,0,1,33.0,0
850,1,1,0,24.0,1,0,89.1042,1
851,0,3,1,4.0,4,2,31.275,0
852,0,3,1,74.0,0,0,7.775,0
853,0,3,0,9.0,1,1,15.2458,1
854,1,1,0,16.0,0,1,39.4,0
855,0,2,0,44.0,1,0,26.0,0
856,1,3,0,18.0,0,1,9.35,0
857,1,1,0,45.0,1,1,164.8667,0
858,1,1,1,51.0,0,0,26.55,0
859,1,3,0,24.0,0,3,19.2583,1
860,0,3,1,24.0,0,0,7.2292,1
861,0,3,1,41.0,2,0,14.1083,0
862,0,2,1,21.0,1,0,11.5,0
863,1,1,0,48.0,0,0,25.9292,0
864,0,3,0,24.0,8,2,69.55,0
865,0,2,1,24.0,0,0,13.0,0
866,1,2,0,42.0,0,0,13.0,0
867,1,2,0,27.0,1,0,13.8583,1
868,0,1,1,31.0,0,0,50.4958,0
869,0,3,1,24.0,0,0,9.5,0
870,1,3,1,4.0,1,1,11.1333,0
871,0,3,1,26.0,0,0,7.8958,0
872,1,1,0,47.0,1,1,52.5542,0
873,0,1,1,33.0,0,0,5.0,0
874,0,3,1,47.0,0,0,9.0,0
875,1,2,0,28.0,1,0,24.0,1
876,1,3,0,15.0,0,0,7.225,1
877,0,3,1,20.0,0,0,9.8458,0
878,0,3,1,19.0,0,0,7.8958,0
879,0,3,1,24.0,0,0,7.8958,0
880,1,1,0,56.0,0,1,83.1583,1
881,1,2,0,25.0,0,1,26.0,0
882,0,3,1,33.0,0,0,7.8958,0
883,0,3,0,22.0,0,0,10.5167,0
884,0,2,1,28.0,0,0,10.5,0
885,0,3,1,25.0,0,0,7.05,0
886,0,3,0,39.0,0,5,29.125,2
887,0,2,1,27.0,0,0,13.0,0
888,1,1,0,19.0,0,0,30.0,0
889,0,3,0,24.0,1,2,23.45,0
890,1,1,1,26.0,0,0,30.0,1
891,0,3,1,32.0,0,0,7.75,2
